CustomerID,Country,JoinDate,Recency,Frequency,Monetary,AvgOrderValue,ChurnLabel,TotalItems,UniqueProducts,TotalOrders,FirstOrderDate,LastOrderDate,CustomerLifespanDays,Region,AvgQuantityPerOrder,AvgPricePerItem
13781,United Kingdom,2009-12-18,251,3,778.83,259.61,1,300.0,56,3,2009-12-18,2011-04-03,471,Europe,100.0,2.6
13782,United Kingdom,2009-12-06,13,13,1786.08,137.39,0,643.0,187,13,2009-12-06,2011-11-27,721,Europe,49.46,2.78
13783,United Kingdom,2010-02-04,488,4,1542.09,385.52,1,3437.0,4,4,2010-02-04,2010-08-09,186,Europe,859.25,0.45
13784,United Kingdom,2010-09-15,10,14,2910.23,207.87,0,2827.0,13,14,2010-09-15,2011-11-30,441,Europe,201.93,1.03
13785,United Kingdom,2010-09-05,429,4,542.49,135.62,1,151.0,26,4,2010-09-05,2010-10-07,32,Europe,37.75,3.59
13786,United Kingdom,2009-12-03,368,6,3127.99,521.33,1,1515.0,80,6,2009-12-03,2010-12-07,369,Europe,252.5,2.06
13787,United Kingdom,2010-01-14,76,6,1222.5,203.75,0,998.0,71,6,2010-01-14,2011-09-25,619,Europe,166.33,1.22
13788,United Kingdom,2010-07-22,506,1,3.75,3.75,1,1.0,1,1,2010-07-22,2010-07-22,0,Europe,1.0,3.75
13789,United Kingdom,2010-11-16,389,1,239.46,239.46,1,258.0,18,1,2010-11-16,2010-11-16,0,Europe,258.0,0.93
13790,United Kingdom,2011-12-05,5,1,348.8,348.8,0,748.0,45,1,2011-12-05,2011-12-05,0,Europe,748.0,0.47
13791,United Kingdom,2011-06-24,128,2,1516.0,758.0,1,1200.0,7,2,2011-06-24,2011-08-04,41,Europe,600.0,1.26
13792,United Kingdom,2010-10-13,67,3,383.95,127.98,0,156.0,23,3,2010-10-13,2011-10-04,356,Europe,52.0,2.46
13793,United Kingdom,2010-03-03,647,1,96.0,96.0,1,52.0,7,1,2010-03-03,2010-03-03,0,Europe,52.0,1.85
13794,United Kingdom,2010-06-11,547,1,126.03,126.03,1,63.0,9,1,2010-06-11,2010-06-11,0,Europe,63.0,2.0
13795,United Kingdom,2010-03-12,389,4,836.3,209.08,1,1250.0,23,4,2010-03-12,2010-11-16,249,Europe,312.5,0.67
13796,United Kingdom,2010-07-28,500,1,289.7,289.7,1,218.0,22,1,2010-07-28,2010-07-28,0,Europe,218.0,1.33
13797,United Kingdom,2010-03-02,437,3,1179.45,393.15,1,573.0,71,3,2010-03-02,2010-09-29,211,Europe,191.0,2.06
13798,United Kingdom,2009-12-08,2,110,75428.87,685.72,0,48187.0,168,110,2009-12-08,2011-12-08,730,Europe,438.06,1.57
13799,United Kingdom,2010-03-05,117,9,2803.57,311.51,0,1539.0,64,9,2010-03-05,2011-08-15,528,Europe,171.0,1.82
13800,United Kingdom,2009-12-03,310,3,1679.56,559.85,1,891.0,73,3,2009-12-03,2011-02-03,427,Europe,297.0,1.89
13801,United Kingdom,2011-10-04,67,1,324.8,324.8,0,168.0,23,1,2011-10-04,2011-10-04,0,Europe,168.0,1.93
13802,United Kingdom,2010-02-16,139,19,26259.11,1382.06,0,14129.0,212,19,2010-02-16,2011-07-24,523,Europe,743.63,1.86
13803,United Kingdom,2010-03-31,256,3,1338.91,446.3,1,831.0,73,3,2010-03-31,2011-03-29,363,Europe,277.0,1.61
13804,United Kingdom,2010-09-29,31,9,3161.12,351.24,0,1797.0,149,9,2010-09-29,2011-11-09,406,Europe,199.67,1.76
13805,United Kingdom,2011-08-02,53,2,924.6,462.3,0,1900.0,10,2,2011-08-02,2011-10-18,77,Europe,950.0,0.49
13806,United Kingdom,2011-10-07,64,1,256.38,256.38,0,56.0,10,1,2011-10-07,2011-10-07,0,Europe,56.0,4.58
13807,United Kingdom,2009-12-04,368,3,422.2,140.73,1,116.0,24,3,2009-12-04,2010-12-07,368,Europe,38.67,3.64
13808,United Kingdom,2011-09-04,6,5,1747.66,349.53,0,782.0,70,5,2011-09-04,2011-12-04,91,Europe,156.4,2.23
13809,Cyprus,2010-09-05,306,3,679.7,226.57,1,281.0,23,3,2010-09-05,2011-02-07,155,Europe,93.67,2.42
13810,Germany,2011-10-14,29,3,1499.01,499.67,0,312.0,32,3,2011-10-14,2011-11-11,28,Europe,104.0,4.8
13811,Germany,2011-04-14,184,3,814.5,271.5,1,68.0,7,3,2011-04-14,2011-06-09,56,Europe,22.67,11.98
13812,Germany,2011-08-26,43,3,539.0,179.67,0,333.0,33,3,2011-08-26,2011-10-28,63,Europe,111.0,1.62
13813,Germany,2009-12-06,40,8,2765.47,345.68,0,1292.0,84,8,2009-12-06,2011-10-31,694,Europe,161.5,2.14
13814,Germany,2010-06-30,93,3,2257.32,752.44,0,1214.0,56,3,2010-06-30,2011-09-08,435,Europe,404.67,1.86
13815,Germany,2010-02-12,23,8,7475.74,934.47,0,5381.0,203,8,2010-02-12,2011-11-17,643,Europe,672.63,1.39
13816,Germany,2011-10-06,24,2,571.67,285.84,0,269.0,25,2,2011-10-06,2011-11-16,41,Europe,134.5,2.13
13817,Germany,2010-12-23,30,2,382.98,191.49,0,211.0,20,2,2010-12-23,2011-11-10,322,Europe,105.5,1.82
13818,United Kingdom,2010-10-06,430,1,61.28,61.28,1,60.0,5,1,2010-10-06,2010-10-06,0,Europe,60.0,1.02
13819,United Kingdom,2009-12-01,302,6,2642.35,440.39,1,2309.0,47,6,2009-12-01,2011-02-11,437,Europe,384.83,1.14
13820,United Kingdom,2010-01-28,419,3,652.75,217.58,1,285.0,68,3,2010-01-28,2010-10-17,262,Europe,95.0,2.29
13821,United Kingdom,2010-01-04,145,6,1379.08,229.85,0,477.0,158,6,2010-01-04,2011-07-18,560,Europe,79.5,2.89
13822,United Kingdom,2011-10-30,6,2,632.0,316.0,0,611.0,90,2,2011-10-30,2011-12-04,35,Europe,305.5,1.03
13823,United Kingdom,2009-12-15,19,7,3403.45,486.21,0,1564.0,108,7,2009-12-15,2011-11-21,706,Europe,223.43,2.18
13824,United Kingdom,2010-03-12,33,12,3314.76,276.23,0,1442.0,59,12,2010-03-12,2011-11-07,605,Europe,120.17,2.3
13825,United Kingdom,2009-12-09,622,2,255.59,127.8,1,182.0,38,2,2009-12-09,2010-03-28,109,Europe,91.0,1.4
13826,United Kingdom,2011-06-16,177,1,189.5,189.5,1,82.0,10,1,2011-06-16,2011-06-16,0,Europe,82.0,2.31
13827,United Kingdom,2011-07-19,58,3,409.8,136.6,0,138.0,83,3,2011-07-19,2011-10-13,86,Europe,46.0,2.97
13828,United Kingdom,2011-11-17,23,1,209.49,209.49,0,311.0,15,1,2011-11-17,2011-11-17,0,Europe,311.0,0.67
13829,United Kingdom,2010-10-14,422,1,102.0,102.0,1,12.0,1,1,2010-10-14,2010-10-14,0,Europe,12.0,8.5
13830,United Kingdom,2010-05-07,582,1,156.85,156.85,1,47.0,11,1,2010-05-07,2010-05-07,0,Europe,47.0,3.34
13831,United Kingdom,2009-12-10,17,18,6585.54,365.86,0,2393.0,121,18,2009-12-10,2011-11-23,713,Europe,132.94,2.75
13832,United Kingdom,2010-10-13,20,2,609.89,304.95,0,420.0,54,2,2010-10-13,2011-11-20,403,Europe,210.0,1.45
13833,United Kingdom,2010-10-31,160,2,700.41,350.21,1,243.0,43,2,2010-10-31,2011-07-03,245,Europe,121.5,2.88
13834,United Kingdom,2010-02-08,577,2,324.19,162.1,1,221.0,15,2,2010-02-08,2010-05-12,93,Europe,110.5,1.47
13835,United Kingdom,2010-03-04,26,7,1095.27,156.47,0,520.0,60,7,2010-03-04,2011-11-14,620,Europe,74.29,2.11
13836,United Kingdom,2010-10-21,400,2,620.37,310.19,1,273.0,29,2,2010-10-21,2010-11-05,15,Europe,136.5,2.27
13837,United Kingdom,2011-01-26,212,2,266.59,133.3,1,182.0,17,2,2011-01-26,2011-05-12,106,Europe,91.0,1.46
13838,United Kingdom,2010-05-09,6,10,1690.07,169.01,0,694.0,328,10,2010-05-09,2011-12-04,574,Europe,69.4,2.44
13839,United Kingdom,2010-08-10,487,1,139.95,139.95,1,25.0,7,1,2010-08-10,2010-08-10,0,Europe,25.0,5.6
13840,United Kingdom,2010-10-19,417,1,651.4,651.4,1,358.0,40,1,2010-10-19,2010-10-19,0,Europe,358.0,1.82
13841,United Kingdom,2011-04-01,253,1,85.0,85.0,1,100.0,1,1,2011-04-01,2011-04-01,0,Europe,100.0,0.85
13842,United Kingdom,2010-02-16,59,18,5319.34,295.52,0,2716.0,214,18,2010-02-16,2011-10-12,603,Europe,150.89,1.96
13843,United Kingdom,2010-11-23,382,1,319.75,319.75,1,145.0,18,1,2010-11-23,2010-11-23,0,Europe,145.0,2.21
13844,United Kingdom,2011-11-28,12,1,361.62,361.62,0,196.0,20,1,2011-11-28,2011-11-28,0,Europe,196.0,1.85
13845,United Kingdom,2011-10-06,65,1,312.98,312.98,0,182.0,9,1,2011-10-06,2011-10-06,0,Europe,182.0,1.72
13846,United Kingdom,2010-11-05,25,4,1307.79,326.95,0,705.0,81,4,2010-11-05,2011-11-15,375,Europe,176.25,1.86
13847,United Kingdom,2009-12-20,720,1,310.72,310.72,1,96.0,19,1,2009-12-20,2009-12-20,0,Europe,96.0,3.24
13848,United Kingdom,2009-12-09,93,8,3015.0,376.88,0,9200.0,3,8,2009-12-09,2011-09-08,638,Europe,1150.0,0.33
13849,United Kingdom,2010-03-25,52,5,3469.3,693.86,0,1883.0,189,5,2010-03-25,2011-10-19,573,Europe,376.6,1.84
13850,United Kingdom,2011-08-02,130,1,1595.48,1595.48,1,944.0,93,1,2011-08-02,2011-08-02,0,Europe,944.0,1.69
13851,United Kingdom,2010-01-29,96,8,4606.46,575.81,0,2525.0,111,8,2010-01-29,2011-09-05,584,Europe,315.63,1.82
13852,United Kingdom,2010-04-08,611,1,187.35,187.35,1,85.0,11,1,2010-04-08,2010-04-08,0,Europe,85.0,2.2
13853,United Kingdom,2011-10-13,58,1,1090.14,1090.14,0,312.0,23,1,2011-10-13,2011-10-13,0,Europe,312.0,3.49
13854,United Kingdom,2010-01-08,9,39,11944.56,306.27,0,3642.0,61,39,2010-01-08,2011-12-01,692,Europe,93.38,3.28
13855,United Kingdom,2009-12-08,501,4,1310.34,327.59,1,575.0,64,4,2009-12-08,2010-07-27,231,Europe,143.75,2.28
13856,United Kingdom,2010-03-30,169,11,1142.03,103.82,0,1105.0,33,11,2010-03-30,2011-06-24,451,Europe,100.45,1.03
13857,United Kingdom,2010-05-17,394,6,1001.01,166.84,1,782.0,99,6,2010-05-17,2010-11-11,178,Europe,130.33,1.28
13858,United Kingdom,2011-10-13,58,1,216.17,216.17,0,75.0,11,1,2011-10-13,2011-10-13,0,Europe,75.0,2.88
13859,United Kingdom,2010-06-28,327,2,515.86,257.93,1,167.0,34,2,2010-06-28,2011-01-17,203,Europe,83.5,3.09
13860,United Kingdom,2011-09-14,2,5,1245.9,249.18,0,591.0,58,5,2011-09-14,2011-12-08,85,Europe,118.2,2.11
13861,United Kingdom,2010-06-27,430,2,273.26,136.63,1,225.0,21,2,2010-06-27,2010-10-06,101,Europe,112.5,1.21
13862,United Kingdom,2010-11-15,19,9,2556.09,284.01,0,1927.0,113,9,2010-11-15,2011-11-21,371,Europe,214.11,1.33
13863,United Kingdom,2010-04-25,248,4,1239.55,309.89,1,553.0,59,4,2010-04-25,2011-04-06,346,Europe,138.25,2.24
13864,United Kingdom,2010-11-18,387,1,662.4,662.4,1,192.0,1,1,2010-11-18,2010-11-18,0,Europe,192.0,3.45
13865,United Kingdom,2011-02-23,59,4,501.56,125.39,0,204.0,26,4,2011-02-23,2011-10-12,231,Europe,51.0,2.46
13866,United Kingdom,2011-09-26,75,1,145.67,145.67,0,57.0,7,1,2011-09-26,2011-09-26,0,Europe,57.0,2.56
13867,United Kingdom,2011-05-05,32,3,1005.09,335.03,0,501.0,51,3,2011-05-05,2011-11-08,187,Europe,167.0,2.01
13868,United Kingdom,2011-11-01,8,2,3192.54,1596.27,0,1964.0,32,2,2011-11-01,2011-12-02,31,Europe,982.0,1.63
13869,United Kingdom,2010-01-17,124,10,7996.87,799.69,0,4302.0,502,10,2010-01-17,2011-08-08,568,Europe,430.2,1.86
13870,United Kingdom,2010-02-08,3,15,5712.08,380.81,0,3449.0,159,15,2010-02-08,2011-12-07,667,Europe,229.93,1.66
13871,United Kingdom,2009-12-20,23,17,7885.85,463.87,0,3502.0,183,17,2009-12-20,2011-11-17,697,Europe,206.0,2.25
13872,United Kingdom,2009-12-14,528,3,919.57,306.52,1,339.0,51,3,2009-12-14,2010-06-30,198,Europe,113.0,2.71
13873,United Kingdom,2010-03-03,120,8,1038.92,129.87,0,472.0,55,8,2010-03-03,2011-08-12,527,Europe,59.0,2.2
13874,United Kingdom,2010-02-04,359,7,2049.15,292.74,1,864.0,46,7,2010-02-04,2010-12-16,315,Europe,123.43,2.37
13875,United Kingdom,2009-12-17,54,14,4814.37,343.88,0,3072.0,159,14,2009-12-17,2011-10-17,669,Europe,219.43,1.57
13876,United Kingdom,2011-10-07,64,1,122.7,122.7,0,36.0,7,1,2011-10-07,2011-10-07,0,Europe,36.0,3.41
13877,United Kingdom,2010-01-19,87,3,449.68,149.89,0,478.0,23,3,2010-01-19,2011-09-14,603,Europe,159.33,0.94
13878,United Kingdom,2010-04-14,55,4,2416.9,604.23,0,927.0,93,4,2010-04-14,2011-10-16,550,Europe,231.75,2.61
13879,United Kingdom,2010-03-04,646,1,395.5,395.5,1,204.0,25,1,2010-03-04,2010-03-04,0,Europe,204.0,1.94
13880,United Kingdom,2010-05-26,22,17,4293.86,252.58,0,2535.0,148,17,2010-05-26,2011-11-18,541,Europe,149.12,1.69
13881,United Kingdom,2010-03-04,4,43,45179.1,1050.68,0,29760.0,182,43,2010-03-04,2011-12-06,642,Europe,692.09,1.52
13882,United Kingdom,2011-10-06,3,5,1191.13,238.23,0,953.0,54,5,2011-10-06,2011-12-07,62,Europe,190.6,1.25
13883,United Kingdom,2009-12-08,11,15,6560.02,437.33,0,3584.0,200,15,2009-12-08,2011-11-29,721,Europe,238.93,1.83
13884,United Kingdom,2010-08-26,8,10,1825.03,182.5,0,752.0,108,10,2010-08-26,2011-12-02,463,Europe,75.2,2.43
13885,United Kingdom,2011-05-23,190,2,506.8,253.4,1,182.0,28,2,2011-05-23,2011-06-03,11,Europe,91.0,2.78
13886,United Kingdom,2011-09-29,72,1,243.56,243.56,0,126.0,16,1,2011-09-29,2011-09-29,0,Europe,126.0,1.93
13887,United Kingdom,2011-05-19,205,1,349.55,349.55,1,147.0,19,1,2011-05-19,2011-05-19,0,Europe,147.0,2.38
13888,United Kingdom,2010-05-13,120,7,2001.59,285.94,0,795.0,124,7,2010-05-13,2011-08-12,456,Europe,113.57,2.52
13889,United Kingdom,2010-01-22,93,6,1991.23,331.87,0,979.0,57,6,2010-01-22,2011-09-08,594,Europe,163.17,2.03
13890,United Kingdom,2009-12-06,2,14,2927.38,209.1,0,1392.0,100,14,2009-12-06,2011-12-08,732,Europe,99.43,2.1
13891,United Kingdom,2010-05-06,379,3,859.21,286.4,1,476.0,97,3,2010-05-06,2010-11-26,204,Europe,158.67,1.81
13892,United Kingdom,2010-05-13,27,6,1267.65,211.28,0,3125.0,33,6,2010-05-13,2011-11-13,549,Europe,520.83,0.41
13893,United Kingdom,2011-02-15,298,1,821.1,821.1,1,190.0,21,1,2011-02-15,2011-02-15,0,Europe,190.0,4.32
13894,United Kingdom,2011-02-02,24,3,564.62,188.21,0,354.0,25,3,2011-02-02,2011-11-16,287,Europe,118.0,1.59
13895,United Kingdom,2009-12-03,29,6,4008.52,668.09,0,2060.0,154,6,2009-12-03,2011-11-11,708,Europe,343.33,1.95
13896,United Kingdom,2010-03-24,626,1,388.55,388.55,1,149.0,21,1,2010-03-24,2010-03-24,0,Europe,149.0,2.61
13897,United Kingdom,2010-01-31,51,3,1160.72,386.91,0,820.0,58,3,2010-01-31,2011-10-20,627,Europe,273.33,1.42
13898,United Kingdom,2010-10-24,326,2,686.4,343.2,1,544.0,43,2,2010-10-24,2011-01-18,86,Europe,272.0,1.26
13899,United Kingdom,2011-03-10,17,2,388.52,194.26,0,156.0,19,2,2011-03-10,2011-11-23,258,Europe,78.0,2.49
13900,United Kingdom,2010-03-25,184,6,1610.59,268.43,1,938.0,80,6,2010-03-25,2011-06-09,441,Europe,156.33,1.72
13901,United Kingdom,2010-01-05,73,15,5676.34,378.42,0,3344.0,280,15,2010-01-05,2011-09-28,631,Europe,222.93,1.7
13902,Denmark,2009-12-15,633,5,34095.26,6819.05,1,220600.0,58,5,2009-12-15,2010-03-17,92,Europe,44120.0,0.15
13903,United Kingdom,2010-11-04,401,1,165.45,165.45,1,103.0,10,1,2010-11-04,2010-11-04,0,Europe,103.0,1.61
13904,United Kingdom,2011-02-18,38,2,332.64,166.32,0,332.0,24,2,2011-02-18,2011-11-02,257,Europe,166.0,1.0
13905,United Kingdom,2009-12-07,733,1,312.65,312.65,1,135.0,12,1,2009-12-07,2009-12-07,0,Europe,135.0,2.32
13906,United Kingdom,2010-10-26,410,1,42.0,42.0,1,100.0,1,1,2010-10-26,2010-10-26,0,Europe,100.0,0.42
13907,United Kingdom,2010-01-17,692,1,136.8,136.8,1,68.0,4,1,2010-01-17,2010-01-17,0,Europe,68.0,2.01
13908,United Kingdom,2011-03-08,80,4,2369.55,592.39,0,1478.0,104,4,2011-03-08,2011-09-21,197,Europe,369.5,1.6
13909,United Kingdom,2010-07-06,424,2,282.85,141.43,1,301.0,35,2,2010-07-06,2010-10-12,98,Europe,150.5,0.94
13911,United Kingdom,2010-03-01,58,20,4234.99,211.75,0,4487.0,178,20,2010-03-01,2011-10-13,591,Europe,224.35,0.94
13912,United Kingdom,2010-10-12,424,1,124.95,124.95,1,29.0,7,1,2010-10-12,2010-10-12,0,Europe,29.0,4.31
13913,United Kingdom,2010-07-21,507,1,42.22,42.22,1,10.0,3,1,2010-07-21,2010-07-21,0,Europe,10.0,4.22
13914,United Kingdom,2011-11-03,12,2,626.45,313.23,0,380.0,28,2,2011-11-03,2011-11-28,25,Europe,190.0,1.65
13915,United Kingdom,2010-11-10,395,1,70.8,70.8,1,24.0,2,1,2010-11-10,2010-11-10,0,Europe,24.0,2.95
13916,United Kingdom,2010-02-02,464,4,1275.81,318.95,1,673.0,72,4,2010-02-02,2010-09-02,212,Europe,168.25,1.9
13917,United Kingdom,2011-06-01,50,2,272.04,136.02,0,228.0,16,2,2011-06-01,2011-10-21,142,Europe,114.0,1.19
13918,United Kingdom,2011-03-31,50,2,1212.84,606.42,0,1140.0,30,2,2011-03-31,2011-10-21,204,Europe,570.0,1.06
13919,Denmark,2010-06-17,60,4,1360.68,340.17,0,1133.0,65,4,2010-06-17,2011-10-11,481,Europe,283.25,1.2
13920,United Kingdom,2010-05-26,432,4,1774.68,443.67,1,1772.0,81,4,2010-05-26,2010-10-04,131,Europe,443.0,1.0
13921,United Kingdom,2009-12-18,403,4,730.7,182.68,1,210.0,36,4,2009-12-18,2010-11-02,319,Europe,52.5,3.48
13922,United Kingdom,2010-08-29,352,3,865.2,288.4,1,467.0,30,3,2010-08-29,2010-12-23,116,Europe,155.67,1.85
13923,United Kingdom,2011-10-17,54,1,351.13,351.13,0,185.0,20,1,2011-10-17,2011-10-17,0,Europe,185.0,1.9
13924,United Kingdom,2011-09-28,2,6,1838.85,306.48,0,1575.0,90,6,2011-09-28,2011-12-08,71,Europe,262.5,1.17
13925,United Kingdom,2011-07-28,93,4,678.25,169.56,0,331.0,28,4,2011-07-28,2011-09-08,42,Europe,82.75,2.05
13926,United Kingdom,2011-11-16,24,1,223.85,223.85,0,104.0,11,1,2011-11-16,2011-11-16,0,Europe,104.0,2.15
13927,United Kingdom,2010-09-28,75,2,708.26,354.13,0,463.0,37,2,2010-09-28,2011-09-26,363,Europe,231.5,1.53
13928,United Kingdom,2011-07-29,11,4,464.57,116.14,0,129.0,23,4,2011-07-29,2011-11-29,123,Europe,32.25,3.6
13929,United Kingdom,2010-01-14,170,11,3494.1,317.65,0,1566.0,38,11,2010-01-14,2011-06-23,525,Europe,142.36,2.23
13930,United Kingdom,2011-07-26,58,2,337.34,168.67,0,274.0,15,2,2011-07-26,2011-10-13,79,Europe,137.0,1.23
13931,United Kingdom,2009-12-03,96,11,5257.38,477.94,0,3488.0,205,11,2009-12-03,2011-09-05,641,Europe,317.09,1.51
13932,United Kingdom,2011-02-18,295,1,307.4,307.4,1,72.0,16,1,2011-02-18,2011-02-18,0,Europe,72.0,4.27
13933,United Kingdom,2011-07-14,110,2,608.79,304.4,1,205.0,23,2,2011-07-14,2011-08-22,39,Europe,102.5,2.97
13934,United Kingdom,2011-03-21,264,1,922.1,922.1,1,390.0,31,1,2011-03-21,2011-03-21,0,Europe,390.0,2.36
13935,United Kingdom,2010-02-25,597,3,6116.92,2038.97,1,2252.0,67,3,2010-02-25,2010-04-22,56,Europe,750.67,2.72
13936,United Kingdom,2010-10-21,180,3,939.66,313.22,0,661.0,56,3,2010-10-21,2011-06-13,235,Europe,220.33,1.42
13937,United Kingdom,2010-11-02,170,2,880.13,440.07,1,587.0,54,2,2010-11-02,2011-06-23,233,Europe,293.5,1.5
13938,United Kingdom,2011-11-04,36,1,71.66,71.66,0,70.0,7,1,2011-11-04,2011-11-04,0,Europe,70.0,1.02
13939,United Kingdom,2010-04-06,24,7,1560.96,222.99,0,1608.0,91,7,2010-04-06,2011-11-16,589,Europe,229.71,0.97
13940,United Kingdom,2011-07-18,18,4,839.14,209.79,0,516.0,39,4,2011-07-18,2011-11-22,127,Europe,129.0,1.63
13941,United Kingdom,2009-12-16,22,15,10027.18,668.48,0,4782.0,42,15,2009-12-16,2011-11-18,702,Europe,318.8,2.1
13942,United Kingdom,2010-06-23,535,1,320.0,320.0,1,1000.0,1,1,2010-06-23,2010-06-23,0,Europe,1000.0,0.32
13943,United Kingdom,2010-05-11,578,1,246.54,246.54,1,94.0,15,1,2010-05-11,2010-05-11,0,Europe,94.0,2.62
13944,United Kingdom,2010-02-24,654,1,200.43,200.43,1,153.0,35,1,2010-02-24,2010-02-24,0,Europe,153.0,1.31
13945,United Kingdom,2010-08-17,395,2,854.15,427.08,1,413.0,49,2,2010-08-17,2010-11-10,85,Europe,206.5,2.07
13946,United Kingdom,2009-12-04,80,6,1876.23,312.71,0,2847.0,49,6,2009-12-04,2011-09-21,656,Europe,474.5,0.66
13947,United Kingdom,2011-10-05,66,1,90.6,90.6,1,44.0,5,1,2011-10-05,2011-10-05,0,Europe,44.0,2.06
13948,United Kingdom,2009-12-04,361,4,548.76,137.19,1,248.0,23,4,2009-12-04,2010-12-14,375,Europe,62.0,2.21
13949,United Kingdom,2011-09-06,3,6,2427.32,404.55,0,2474.0,124,6,2011-09-06,2011-12-07,92,Europe,412.33,0.98
13950,United Kingdom,2011-04-07,12,4,745.06,186.27,0,323.0,33,4,2011-04-07,2011-11-28,235,Europe,80.75,2.31
13951,United Kingdom,2011-02-18,177,3,674.45,224.82,0,459.0,38,3,2011-02-18,2011-06-16,118,Europe,153.0,1.47
13952,United Kingdom,2009-12-16,218,14,12823.52,915.97,1,5946.0,237,14,2009-12-16,2011-05-06,506,Europe,424.71,2.16
13953,United Kingdom,2009-12-11,8,12,6640.68,553.39,0,5224.0,8,12,2009-12-11,2011-12-02,721,Europe,435.33,1.27
13954,United Kingdom,2011-09-30,2,2,439.92,219.96,0,150.0,24,2,2011-09-30,2011-12-08,69,Europe,75.0,2.93
13955,United Kingdom,2010-11-29,155,3,544.07,181.36,0,272.0,82,3,2010-11-29,2011-07-08,221,Europe,90.67,2.0
13956,United Kingdom,2011-03-13,6,5,1019.27,203.85,0,486.0,123,5,2011-03-13,2011-12-04,266,Europe,97.2,2.1
13957,United Kingdom,2010-02-19,418,3,458.25,152.75,1,157.0,21,3,2010-02-19,2010-10-18,241,Europe,52.33,2.92
13958,United Kingdom,2009-12-05,380,8,4709.23,588.65,1,2264.0,172,8,2009-12-05,2010-11-25,355,Europe,283.0,2.08
13959,United Kingdom,2010-07-16,80,6,1064.77,177.46,0,694.0,120,6,2010-07-16,2011-09-21,432,Europe,115.67,1.53
13960,United Kingdom,2011-09-29,22,2,230.22,115.11,0,142.0,11,2,2011-09-29,2011-11-18,50,Europe,71.0,1.62
13961,United Kingdom,2010-11-12,393,1,538.4,538.4,1,226.0,19,1,2010-11-12,2010-11-12,0,Europe,226.0,2.38
13962,United Kingdom,2010-09-30,22,3,362.8,120.93,0,160.0,23,3,2010-09-30,2011-11-18,414,Europe,53.33,2.27
13963,United Kingdom,2010-04-21,309,17,2860.57,168.27,1,2007.0,129,17,2010-04-21,2011-02-04,289,Europe,118.06,1.43
13964,United Kingdom,2010-10-05,388,2,438.9,219.45,1,228.0,22,2,2010-10-05,2010-11-17,43,Europe,114.0,1.93
13965,United Kingdom,2010-01-05,477,3,996.61,332.2,1,425.0,23,3,2010-01-05,2010-08-20,227,Europe,141.67,2.34
13966,United Kingdom,2010-09-30,436,1,384.26,384.26,1,760.0,21,1,2010-09-30,2010-09-30,0,Europe,760.0,0.51
13967,United Kingdom,2010-11-08,146,2,166.3,83.15,1,66.0,4,2,2010-11-08,2011-07-17,251,Europe,33.0,2.52
13968,United Kingdom,2010-10-12,424,1,123.66,123.66,1,174.0,8,1,2010-10-12,2010-10-12,0,Europe,174.0,0.71
13969,United Kingdom,2010-03-25,8,35,12973.46,370.67,0,6640.0,472,35,2010-03-25,2011-12-02,617,Europe,189.71,1.95
13970,United Kingdom,2010-09-28,387,2,846.55,423.28,1,469.0,10,2,2010-09-28,2010-11-18,51,Europe,234.5,1.81
13971,United Kingdom,2010-01-26,19,14,4667.57,333.4,0,3084.0,184,14,2010-01-26,2011-11-21,664,Europe,220.29,1.51
13972,United Kingdom,2011-05-22,71,2,190.25,95.13,0,187.0,15,2,2011-05-22,2011-09-30,131,Europe,93.5,1.02
13973,United Kingdom,2011-02-25,288,1,264.7,264.7,1,109.0,11,1,2011-02-25,2011-02-25,0,Europe,109.0,2.43
13974,United Kingdom,2010-05-06,50,2,677.72,338.86,0,356.0,43,2,2010-05-06,2011-10-21,533,Europe,178.0,1.9
13975,United Kingdom,2010-02-02,32,12,5256.4,438.03,0,3884.0,434,12,2010-02-02,2011-11-08,644,Europe,323.67,1.35
13976,United Kingdom,2010-02-09,207,4,1192.36,298.09,1,452.0,49,4,2010-02-09,2011-05-17,462,Europe,113.0,2.64
13977,United Kingdom,2010-10-24,412,1,519.81,519.81,1,303.0,13,1,2010-10-24,2010-10-24,0,Europe,303.0,1.72
13978,United Kingdom,2011-10-25,15,2,196.79,98.4,0,315.0,14,2,2011-10-25,2011-11-25,31,Europe,157.5,0.62
13979,United Kingdom,2009-12-03,74,7,3379.93,482.85,0,2270.0,356,7,2009-12-03,2011-09-27,663,Europe,324.29,1.49
13980,United Kingdom,2010-02-21,61,5,768.82,153.76,0,463.0,57,5,2010-02-21,2011-10-10,596,Europe,92.6,1.66
13981,United Kingdom,2010-10-20,416,1,331.14,331.14,1,234.0,22,1,2010-10-20,2010-10-20,0,Europe,234.0,1.42
13982,United Kingdom,2010-01-20,40,9,3954.29,439.37,0,2478.0,123,9,2010-01-20,2011-10-31,649,Europe,275.33,1.6
13983,United Kingdom,2009-12-09,30,21,6753.89,321.61,0,3925.0,238,21,2009-12-09,2011-11-10,701,Europe,186.9,1.72
13984,United Kingdom,2009-12-07,27,12,1893.8,157.82,0,1301.0,53,12,2009-12-07,2011-11-13,706,Europe,108.42,1.46
13985,United Kingdom,2010-02-09,5,22,10020.86,455.49,0,4936.0,149,22,2010-02-09,2011-12-05,664,Europe,224.36,2.03
13986,United Kingdom,2011-11-22,18,1,320.46,320.46,0,430.0,12,1,2011-11-22,2011-11-22,0,Europe,430.0,0.75
